,Name,Platform,Year_of_Release,Genre,NA_sales,EU_sales,JP_sales,Other_sales,Critic_Score,User_Score,Rating
3606,Quantum Break,XOne,2016.0,Action,0.3,0.2,0.01,0.05,77.0,6.8,M
3607,Archer Maclean's Mercury,PSP,2005.0,Puzzle,0.17,0.24,0.0,0.14,75.0,6.6,E
3608,TMNT,X360,2007.0,Action,0.48,0.03,0.0,0.05,58.0,6.3,E10+
3609,Middle-Earth: Shadow of Mordor,PS3,2014.0,Action,0.2,0.26,0.01,0.09,,3.4,M
3610,Soldier of Fortune: Gold Edition,PS2,2001.0,Shooter,0.27,0.21,0.0,0.07,59.0,6.8,M
3611,FIFA 15,Wii,2014.0,Sports,0.15,0.37,0.0,0.04,,4.3,E
3612,Final Fantasy IV: The Complete Collection,PSP,2011.0,Role-Playing,0.13,0.09,0.27,0.06,77.0,7.5,E10+
3613,Frontlines: Fuel of War,X360,2008.0,Shooter,0.34,0.15,0.01,0.05,75.0,7.8,T
3614,MX 2002 Featuring Ricky Carmichael,PS2,2001.0,Racing,0.27,0.21,0.0,0.07,76.0,8.3,E
3615,NCAA Football 07,XB,2006.0,Sports,0.42,0.12,0.0,0.01,88.0,6.9,E
3616,Lunar: Silver Star Story Complete,PS,1998.0,Role-Playing,0.27,0.18,0.06,0.04,78.0,9.1,T
3617,Harvest Moon: The Tale of Two Towns,DS,2010.0,Simulation,0.25,0.05,0.22,0.03,68.0,7.5,E
3618,No More Heroes,Wii,2007.0,Action,0.29,0.17,0.04,0.05,83.0,8.4,M
3619,NBA Showtime: NBA on NBC,PS,1999.0,Sports,0.31,0.21,0.0,0.04,,,
3620,God of War: Origins Collection,PS3,2011.0,Action,0.39,0.08,0.02,0.06,84.0,8.4,M
3621,Dora The Explorer: Dora Saves the Snow Princess,Wii,2008.0,Platform,0.49,0.02,0.0,0.04,47.0,7,E
3622,Soul Reaver 2,PS2,2001.0,Action,0.27,0.21,0.0,0.07,80.0,8.5,M
3623,Metal Gear Solid 3: Subsistence,PS2,2005.0,Action,0.34,0.01,0.15,0.06,94.0,9.3,M
3624,The Godfather (old US sales),XB,2006.0,Action,0.42,0.11,0.0,0.02,,,
3625,Enslaved: Odyssey to the West,PS3,2010.0,Action,0.24,0.22,0.01,0.09,80.0,7.4,T
3626,Daytona USA,SAT,1994.0,Racing,0.0,0.0,0.55,0.0,,,
3627,WWF Raw,XB,2002.0,Fighting,0.4,0.13,0.0,0.02,68.0,6.6,T
3628,Shin Super Robot Taisen,PS,1996.0,Role-Playing,0.0,0.0,0.52,0.04,,,
3629,Jump Super Stars,DS,2005.0,Fighting,0.0,0.0,0.55,0.0,,,
3630,Guitar Hero Live,XOne,2015.0,Misc,0.3,0.2,0.0,0.05,81.0,5.1,T
3631,The Activision Decathlon,2600,1982.0,Sports,0.52,0.03,0.0,0.01,,,
3632,Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~,PS,2001.0,Shooter,0.31,0.21,0.0,0.04,,,
3633,Fighting Force 2,PS,1999.0,Action,0.31,0.21,0.0,0.04,,,
3634,Sakura Wars,SAT,1996.0,Adventure,0.0,0.0,0.55,0.0,,,
3635,Catz,DS,2006.0,Simulation,0.49,0.02,0.0,0.04,,5.3,E
3636,Extermination,PS2,2001.0,Action,0.21,0.16,0.12,0.05,67.0,7.8,M
3637,Batman: Vengeance,PS2,2001.0,Adventure,0.27,0.21,0.0,0.07,68.0,6.7,T
3638,Ratchet & Clank: Quest for Booty,PS3,2008.0,Platform,0.0,0.52,0.0,0.04,,,
3639,Derby Stallion 04,PS2,2004.0,Sports,0.0,0.0,0.55,0.0,,,
3640,Rapala Tournament Fishing!,Wii,2006.0,Sports,0.51,0.0,0.0,0.04,,,
3641,Hot Shots Golf: World Invitational,PSV,2011.0,Sports,0.15,0.11,0.25,0.05,76.0,8.1,E
3642,Tony Hawk's Pro Skater 3,XB,2002.0,Sports,0.34,0.18,0.0,0.02,93.0,8.4,T
3643,Mega Man Zero,GBA,2002.0,Platform,0.22,0.08,0.24,0.01,82.0,8.9,E
3644,Contender 2,PS,2000.0,Fighting,0.31,0.21,0.0,0.04,,tbd,T
3645,Resident Evil: Revelations 2,PS4,2015.0,Action,0.13,0.24,0.1,0.07,75.0,7.7,M
3646,Star Wars: Dark Forces,PS,1996.0,Shooter,0.31,0.21,0.0,0.04,,,
3647,LEGO Dimensions,PS3,2015.0,Action,0.17,0.3,0.0,0.09,,6.4,
3648,NBA 2K8,PS3,2007.0,Sports,0.5,0.01,0.0,0.05,81.0,6.8,E
3649,Rayman Origins,Wii,2011.0,Platform,0.21,0.27,0.0,0.06,92.0,8.3,E10+
3650,The Amazing Spider-Man 2 (2014),PS4,2014.0,Action,0.2,0.25,0.02,0.09,,,
3651,SD Gundam G Generation Zero,PS,1999.0,Strategy,0.0,0.0,0.51,0.04,,,
3652,Assassin's Creed: Unity,PC,2014.0,Action,0.18,0.33,0.0,0.04,70.0,3,M
3653,MX vs. ATV: Alive,X360,2011.0,Racing,0.37,0.13,0.0,0.04,63.0,7.2,E
3654,Super Robot Taisen F,SAT,1997.0,Strategy,0.0,0.0,0.55,0.0,,,
3655,Shrek 2,XB,2004.0,Platform,0.4,0.13,0.0,0.02,72.0,8.4,E
3656,Purr Pals,DS,2007.0,Simulation,0.18,0.35,0.0,0.02,67.0,6.8,E
3657,Assassin's Creed II,PC,2010.0,Action,0.01,0.45,0.0,0.09,86.0,6.9,M
3658,Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!,PS2,2002.0,Sports,0.0,0.0,0.55,0.0,,,
3659,Secret Agent Clank(US sales),PSP,2008.0,Platform,0.33,0.22,0.0,0.0,,,
3660,SpongeBob SquarePants: SuperSponge,GBA,2001.0,Action,0.39,0.15,0.0,0.01,,,
3661,Super Robot Taisen F Kanketsuhen,SAT,1998.0,Strategy,0.0,0.0,0.55,0.0,,,
3662,Tak and the Power of Juju,GBA,2003.0,Platform,0.39,0.15,0.0,0.01,79.0,9.2,E
3663,Madagascar: Escape 2 Africa,Wii,2008.0,Action,0.31,0.18,0.0,0.05,,,
3664,Lips: Number One Hits,X360,2009.0,Misc,0.15,0.34,0.0,0.06,70.0,7.6,T
3665,Mortal Kombat 3,PS,1995.0,Fighting,0.29,0.2,0.02,0.04,,,
3666,Star Wars Battlefront (2015),PC,2015.0,Shooter,0.13,0.38,0.0,0.04,,,
3667,Turok: Evolution,XB,2002.0,Shooter,0.39,0.14,0.0,0.02,68.0,6.7,M
3668,Grease,Wii,2010.0,Misc,0.26,0.24,0.0,0.05,,,
3669,Jak X: Combat Racing,PS2,2005.0,Racing,0.45,0.02,0.0,0.07,76.0,7.7,T
3670,Donkey Kong Jungle Climber,DS,2007.0,Platform,0.25,0.03,0.24,0.03,,,
3671,American Idol,PS2,2003.0,Misc,0.27,0.21,0.0,0.07,41.0,4.8,E
3672,Top Gun: Fire at Will!,PS,1996.0,Misc,0.3,0.21,0.0,0.04,,,
3673,Barbie Horse Adventures: Riding Camp,DS,2008.0,Sports,0.5,0.0,0.0,0.04,,tbd,E
3674,Red Dead Revolver,XB,2004.0,Shooter,0.4,0.12,0.0,0.02,74.0,8.5,M
3675,CrossworDS,DS,2008.0,Puzzle,0.5,0.0,0.0,0.04,67.0,6.8,E
3676,Viva Pinata: Pocket Paradise,DS,2008.0,Simulation,0.26,0.23,0.0,0.06,82.0,7.1,E
3677,Petz Catz Clan,DS,2008.0,Simulation,0.47,0.03,0.0,0.04,,tbd,E
3678,ZhuZhu Pets 2: Featuring The Wild Bunch,DS,2010.0,Simulation,0.4,0.1,0.0,0.04,,tbd,E
3679,Sly Cooper: Thieves in Time,PS3,2013.0,Platform,0.35,0.12,0.0,0.08,75.0,8.3,E10+
3680,Iron Man,PS2,2008.0,Action,0.36,0.0,0.0,0.19,47.0,5.6,T
3681,SingStar Summer Party,PS2,2008.0,Misc,0.0,0.06,0.0,0.48,,,
3682,Spec Ops: The Line,PS3,2012.0,Shooter,0.19,0.23,0.04,0.08,77.0,8,M
3683,The SpongeBob SquarePants Movie,XB,2004.0,Platform,0.4,0.12,0.0,0.02,74.0,8.5,E
3684,NHL 14,PS3,2013.0,Sports,0.28,0.17,0.0,0.09,80.0,6,E10+
3685,F1 2013,PS3,2013.0,Racing,0.01,0.42,0.03,0.09,77.0,6.3,E
3686,FIFA Soccer 07,XB,2006.0,Sports,0.16,0.35,0.0,0.04,,,
3687,Gekikuukan Pro Yakyuu: At the End of the Century 1999,PS2,2000.0,Sports,0.0,0.0,0.54,0.0,,,
3688,Legends of WrestleMania,PS3,2009.0,Fighting,0.3,0.16,0.0,0.07,70.0,6.5,T
3689,Are You Smarter than a 5th Grader? Make the Grade,Wii,2008.0,Misc,0.5,0.0,0.0,0.04,,tbd,E
3690,Tiger Woods PGA Tour 08,X360,2007.0,Sports,0.49,0.02,0.0,0.04,80.0,7.8,E
3691,Medarot 2: Kabuto / Kuwagata Version,GB,1999.0,Role-Playing,0.0,0.0,0.54,0.0,,,
3692,Dance Dance Revolution Ultramix,XB,2003.0,Simulation,0.42,0.11,0.0,0.02,82.0,8.8,E
3693,Crash Tag Team Racing,PS2,2005.0,Racing,0.27,0.21,0.0,0.07,66.0,7,E10+
3694,Front Mission 4,PS2,2003.0,Strategy,0.14,0.11,0.25,0.04,75.0,8.6,T
3695,The Fairly Odd Parents: Breakin' Da Rules,GBA,2003.0,Platform,0.39,0.14,0.0,0.01,,,
3696,Rayman Origins,PSV,2012.0,Platform,0.12,0.33,0.0,0.09,88.0,8.4,E10+
3697,Ninokuni: Shikkoku no Madoushi,DS,2010.0,Role-Playing,0.0,0.0,0.54,0.0,,,
3698,F.E.A.R.,PS3,2007.0,Shooter,0.18,0.26,0.0,0.1,72.0,7.4,M
3699,Enslaved: Odyssey to the West,X360,2010.0,Action,0.3,0.19,0.0,0.05,82.0,7.8,T
3700,SRS: Street Racing Syndicate,PS2,2004.0,Racing,0.26,0.21,0.0,0.07,,,
3701,Dragon Ball Z: Shin Budokai,PSP,2006.0,Fighting,0.26,0.08,0.13,0.07,70.0,8.1,T
3702,Tiger Woods PGA Tour 13,PS3,2012.0,Sports,0.24,0.21,0.0,0.08,75.0,5.7,E
3703,Dynasty Warriors: Gundam 3,PS3,2010.0,Action,0.11,0.04,0.36,0.02,58.0,7.5,T
3704,Def Jam: Fight for NY,XB,,Fighting,0.43,0.1,0.0,0.02,84.0,8.5,M
3705,Action Force,2600,1982.0,Action,0.5,0.03,0.0,0.01,,,
3706,FIFA 99,N64,1998.0,Sports,0.11,0.39,0.0,0.03,,,
3707,Gauntlet Legends,N64,1999.0,Action,0.43,0.1,0.0,0.01,,,
3708,Kidou Senshi Gundam: Extreme VS,PS3,2011.0,Fighting,0.0,0.0,0.54,0.0,,,
3709,System 3 presents Ferrari Challenge Trofeo Pirelli,Wii,2008.0,Racing,0.07,0.4,0.0,0.07,,,
3710,Tony Hawk: Shred,Wii,2010.0,Sports,0.39,0.11,0.0,0.04,,7,E
3711,Tiger Woods PGA Tour 11,Wii,2010.0,Sports,0.23,0.25,0.0,0.06,84.0,8.3,E
3712,NBA Live 10,PS3,2009.0,Sports,0.46,0.02,0.01,0.05,81.0,7.5,E
3713,Metro 2033,X360,2010.0,Shooter,0.22,0.23,0.03,0.05,77.0,7.9,M
3714,Bust A Groove,PS,1998.0,Misc,0.09,0.06,0.35,0.04,,,
3715,Fire Emblem: Path of Radiance,GC,2005.0,Action,0.29,0.08,0.16,0.01,85.0,8.9,T
3716,Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon,PS2,2002.0,Role-Playing,0.0,0.0,0.54,0.0,,,
3717,Hotel Dusk: Room 215,DS,2007.0,Adventure,0.26,0.04,0.22,0.03,78.0,8.6,T
3718,Final Fantasy Explorers,3DS,2014.0,Role-Playing,0.16,0.07,0.28,0.02,69.0,7,E10+
3719,Pachi-Slot Aruze Oukoku 2,PS,1999.0,Misc,0.0,0.0,0.5,0.04,,,
3720,Bratz: Rock Angelz,GBA,2004.0,Misc,0.39,0.14,0.0,0.01,,,E
3721,SSX Tricky,GC,2001.0,Sports,0.42,0.11,0.0,0.01,87.0,8.6,E
3722,Greg Hastings' Tournament Paintball,XB,2004.0,Shooter,0.46,0.06,0.0,0.02,74.0,9.2,T
3723,World Soccer Winning Eleven 7 International (JP version),PS2,2004.0,Sports,0.0,0.0,0.54,0.0,,,
3724,ESPN NBA Basketball,PS2,2003.0,Sports,0.26,0.21,0.0,0.07,89.0,8.4,E
3725,Dragon Ball Z: Ultimate Tenkaichi,X360,2011.0,Fighting,0.39,0.1,0.01,0.04,55.0,5.8,T
3726,Sacred 2: Fallen Angel,X360,2009.0,Role-Playing,0.29,0.16,0.04,0.05,71.0,7.3,M
3727,Two Worlds II,X360,2011.0,Role-Playing,0.4,0.07,0.03,0.03,67.0,6.6,M
3728,Over the Hedge,PS2,2006.0,Platform,0.45,0.02,0.0,0.07,58.0,8.6,E10+
3729,Mat Hoffman's Pro BMX,PS,2001.0,Sports,0.3,0.2,0.0,0.04,80.0,8.6,E
3730,Phineas and Ferb: Across the 2nd Dimension,DS,2011.0,Action,0.31,0.18,0.0,0.05,47.0,tbd,E
3731,50 Classic Games,DS,2009.0,Misc,0.5,0.0,0.0,0.04,,tbd,E
3732,Let's Draw!,DS,2008.0,Misc,0.24,0.23,0.0,0.06,,,
3733,NHL 14,X360,2013.0,Sports,0.4,0.09,0.0,0.05,81.0,5.9,E10+
3734,Popeye,2600,1982.0,Platform,0.5,0.03,0.0,0.01,,,
3735,Petz Nursery,DS,2009.0,Simulation,0.5,0.0,0.0,0.04,,tbd,E
3736,The Hobbit,PS2,2003.0,Platform,0.26,0.2,0.0,0.07,59.0,8.6,E
3737,War of the Monsters,PS2,2003.0,Fighting,0.26,0.2,0.0,0.07,80.0,8.9,T
3738,Harry Potter and the Deathly Hallows - Part 1,Wii,2010.0,Action,0.22,0.27,0.0,0.05,41.0,5,T
3739,NBA Street Vol. 2,GC,,Sports,0.41,0.11,0.0,0.01,88.0,8.1,E
3740,The Incredible Hulk: Ultimate Destruction,PS2,2005.0,Action,0.26,0.2,0.0,0.07,83.0,8.7,T
3741,Time Crisis: Razing Storm,PS3,2010.0,Shooter,0.18,0.2,0.07,0.08,58.0,5.9,T
3742,Summer Sports: Paradise Island,Wii,2008.0,Sports,0.48,0.01,0.0,0.04,46.0,4.6,E
3743,"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",SAT,1998.0,Adventure,0.0,0.0,0.53,0.0,,,
3744,Time Crisis II,PS2,2001.0,Shooter,0.26,0.2,0.0,0.07,81.0,7.9,T
3745,Inazuma Eleven GO,3DS,2011.0,Role-Playing,0.0,0.05,0.48,0.0,,,
3746,Clock Tower,PS,1996.0,Adventure,0.07,0.05,0.38,0.03,,,
3747,NCAA March Madness 06,PS2,2005.0,Sports,0.45,0.02,0.0,0.07,78.0,9.1,E
3748,LEGO Dimensions,WiiU,2015.0,Action,0.3,0.18,0.0,0.05,62.0,6.5,E10+
3749,Valkyria Chronicles II,PSP,2010.0,Role-Playing,0.12,0.15,0.18,0.09,83.0,8.1,T
3750,Jampack Volume 11,PS2,2004.0,Misc,0.26,0.2,0.0,0.07,,,
3751,Monster High: Ghoul Spirit,Wii,2011.0,Misc,0.42,0.07,0.0,0.04,,tbd,E
3752,Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010.0,Fighting,0.3,0.15,0.03,0.05,85.0,8.8,T
3753,Rune Factory: A Fantasy Harvest Moon,DS,2006.0,Role-Playing,0.35,0.01,0.14,0.03,78.0,8.1,E
3754,Legacy of Kain: Defiance,PS2,2003.0,Action,0.26,0.2,0.0,0.07,75.0,9.3,M
3755,SpongeBob SquarePants: Game Boy Advance Video Volume 2,GBA,2004.0,Misc,0.38,0.14,0.0,0.01,,,
3756,NCAA March Madness 2005,PS2,2004.0,Sports,0.44,0.02,0.0,0.07,78.0,8.3,E
3757,007 Racing,PS,2000.0,Racing,0.3,0.2,0.0,0.03,51.0,4.6,T
3758,Tactics Ogre: Let Us Cling Together,PSP,2010.0,Role-Playing,0.15,0.07,0.27,0.05,87.0,8.8,T
3759,Conflict: Vietnam,PS2,2004.0,Shooter,0.26,0.2,0.0,0.07,58.0,8.1,M
3760,Dragon's Crown,PS3,2013.0,Role-Playing,0.25,0.07,0.17,0.05,82.0,8.3,T
3761,2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,XB,2004.0,Misc,0.4,0.11,0.0,0.02,,,
3762,MLB SlugFest 20-04,PS2,2003.0,Sports,0.26,0.2,0.0,0.07,78.0,8.3,E
3763,Gex 3: Deep Cover Gecko,PS,1999.0,Platform,0.3,0.2,0.0,0.03,,,
3764,NASCAR 09,PS2,2008.0,Racing,0.26,0.2,0.0,0.07,,7.9,E
3765,Blitz: The League,XB,2004.0,Sports,0.4,0.11,0.0,0.02,78.0,7.7,M
3766,Manhunt 2,Wii,2007.0,Action,0.25,0.23,0.0,0.06,62.0,7.1,M
3767,Just Dance 2015,XOne,2014.0,Misc,0.35,0.13,0.0,0.05,70.0,7.5,E10+
3768,Jampack Vol. 2,PS,1996.0,Misc,0.3,0.2,0.0,0.03,,,
3769,The LEGO Movie Videogame,XOne,2014.0,Action,0.35,0.13,0.0,0.05,69.0,6.9,E10+
3770,Virtual Soccer,SNES,1993.0,Sports,0.0,0.0,0.53,0.0,,,
3771,Overwatch,PC,2016.0,Shooter,0.25,0.24,0.0,0.04,91.0,6.8,T
3772,Romance of the Three Kingdoms IV: Wall of Fire,SNES,1994.0,Strategy,0.0,0.0,0.53,0.0,,,
3773,Monster Jam: Path of Destruction,Wii,2010.0,Racing,0.48,0.02,0.0,0.03,,tbd,E
3774,Winning Post,SNES,1993.0,Sports,0.0,0.0,0.53,0.0,,,
3775,Peter Jackson's King Kong: The Official Game of the Movie,XB,2005.0,Action,0.34,0.17,0.0,0.02,82.0,8.5,T
3776,Burnout Revenge,XB,2005.0,Racing,0.32,0.19,0.0,0.01,89.0,8.4,E10+
3777,Medal of Honor: European Assault,XB,2005.0,Shooter,0.32,0.19,0.0,0.02,72.0,7,T
3778,Ty the Tasmanian Tiger 2: Bush Rescue,PS2,2004.0,Platform,0.26,0.2,0.0,0.07,71.0,8.2,E
3779,The Lord of the Rings: The Fellowship of the Ring,XB,2002.0,Action,0.31,0.19,0.0,0.03,59.0,6.6,T
3780,NBA 06,PS2,2005.0,Sports,0.26,0.2,0.0,0.07,63.0,6.3,E
3781,Inazuma Eleven,DS,2008.0,Role-Playing,0.0,0.13,0.38,0.02,,,
3782,Excite Truck,Wii,2006.0,Racing,0.39,0.03,0.08,0.04,72.0,8.4,E
3783,Phoenix Wright: Ace Attorney - Justice for All,DS,2006.0,Adventure,0.21,0.04,0.26,0.03,,,
3784,Spider-Man,N64,2000.0,Action,0.43,0.09,0.0,0.01,,,
3785,Magician's Quest: Mysterious Times,DS,2008.0,Role-Playing,0.04,0.01,0.48,0.0,69.0,7.6,E10+
3786,Hello Kitty: Big City Dreams,DS,2008.0,Puzzle,0.42,0.07,0.0,0.04,,tbd,E
3787,X-Men Legends,GC,2004.0,Role-Playing,0.41,0.11,0.0,0.01,81.0,8.5,T
3788,Mario & Sonic at the Rio 2016 Olympic Games,3DS,2016.0,Action,0.05,0.21,0.25,0.02,,,
3789,G-Force,DS,2009.0,Action,0.26,0.21,0.0,0.05,,9,E10+
3790,Front Mission 2,PS,1997.0,Strategy,0.0,0.0,0.49,0.03,,,
3791,StarCraft II: Legacy of the Void,PC,2015.0,Strategy,0.19,0.29,0.0,0.04,88.0,8.3,T
3792,Jewel Master Egypt,DS,2009.0,Puzzle,0.21,0.27,0.0,0.05,56.0,tbd,E
3793,ModNation Racers,PSP,2010.0,Racing,0.11,0.26,0.02,0.14,73.0,7.7,E
3794,LEGO Dimensions,X360,2015.0,Action,0.26,0.23,0.0,0.04,,6.1,
3795,WWE SmackDown vs. Raw 2010,DS,2009.0,Fighting,0.35,0.13,0.0,0.05,75.0,8.3,T
3796,Are You Smarter Than A 5th Grader?,DS,2007.0,Misc,0.48,0.0,0.0,0.04,,tbd,E
3797,Oni,PS2,2001.0,Action,0.26,0.2,0.0,0.07,69.0,7.8,T
3798,Tom Clancy's Ghost Recon Advanced Warfighter 2,PSP,2007.0,Shooter,0.35,0.09,0.0,0.08,61.0,6.4,T
3799,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,Wii,2008.0,Action,0.49,0.0,0.0,0.04,47.0,5.4,E
3800,Terminator Salvation,PS3,2009.0,Shooter,0.13,0.28,0.01,0.1,43.0,3.9,T
3801,How to Train Your Dragon,DS,2010.0,Action,0.31,0.17,0.0,0.05,60.0,tbd,E10+
3802,The Lord of the Rings: The Two Towers,GC,2002.0,Action,0.41,0.11,0.0,0.01,82.0,8.7,T
3803,Batman: Arkham City,PC,2011.0,Action,0.16,0.28,0.0,0.09,91.0,8.6,T
3804,Juiced,PS2,2005.0,Racing,0.26,0.2,0.0,0.07,68.0,7.7,T
3805,The Warriors,PS2,2005.0,Action,0.44,0.02,0.0,0.07,84.0,8.5,M
3806,J-League Soccer: Prime Goal 2,SNES,1994.0,Sports,0.0,0.0,0.53,0.0,,,
3807,Star Fox Command,DS,2006.0,Shooter,0.38,0.01,0.1,0.04,76.0,7.3,E10+
3808,Dragon Age: Inquisition,X360,2014.0,Role-Playing,0.36,0.12,0.0,0.05,,5.1,M
3809,Wayne Gretzky's 3D Hockey,N64,1996.0,Sports,0.49,0.03,0.0,0.0,,,
3810,NASCAR 2000,N64,1999.0,Racing,0.49,0.03,0.0,0.0,,,
3811,Pachi-Slot Aruze Oukoku 4,PS,2000.0,Misc,0.0,0.0,0.49,0.03,,,
3812,Bulletstorm,PS3,2011.0,Shooter,0.23,0.2,0.01,0.08,83.0,7.7,M
3813,Return to Castle Wolfenstein: Operation Resurrection,PS2,2003.0,Shooter,0.26,0.2,0.0,0.07,66.0,8,M
3814,Mario Tennis: Power Tour,GBA,2005.0,Sports,0.24,0.09,0.19,0.01,81.0,8,E
3815,Seaman,DC,1999.0,Simulation,0.0,0.0,0.52,0.0,82.0,8.4,T
3816,The Grinch,PS,1999.0,Adventure,0.29,0.2,0.0,0.03,55.0,,E
3817,Tales of Symphonia,PS3,2013.0,Role-Playing,0.21,0.12,0.13,0.07,,7.2,T
3818,Michael Jackson: The Experience,PS3,2011.0,Misc,0.25,0.19,0.0,0.08,66.0,8.4,E10+
3819,Tales of Destiny,PS2,2006.0,Role-Playing,0.0,0.0,0.52,0.0,,,
3820,Stuntman: Ignition,PS3,2007.0,Racing,0.17,0.26,0.0,0.1,76.0,6.2,T
3821,Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team,DS,2010.0,Simulation,0.49,0.0,0.0,0.03,,,
3822,F.E.A.R. 2: Project Origin,X360,2009.0,Shooter,0.32,0.15,0.0,0.05,77.0,8,M
3823,Mystery Dungeon: Shiren the Wanderer,DS,2006.0,Role-Playing,0.17,0.0,0.33,0.02,69.0,8.2,E
3824,GT Pro Series,Wii,2006.0,Racing,0.46,0.01,0.02,0.04,41.0,4,E
3825,Tiger Woods PGA Tour 11,X360,2010.0,Sports,0.28,0.19,0.0,0.05,79.0,7.8,E
3826,The Golden Compass,PS2,2007.0,Action,0.13,0.0,0.0,0.39,46.0,5.2,E10+
3827,Final Fantasy Chronicles,PS,2001.0,Role-Playing,0.29,0.2,0.0,0.03,89.0,9.1,T
3828,F1 2009,PSP,2009.0,Racing,0.08,0.29,0.0,0.16,68.0,7.2,E
3829,Syphon Filter 3,PS,2001.0,Shooter,0.29,0.2,0.0,0.03,73.0,8.5,M
3830,Metal Gear Solid 2: Substance,PS2,2002.0,Action,0.18,0.14,0.16,0.05,87.0,9,M
3831,Tales of Symphonia: Dawn of the New World,Wii,2008.0,Role-Playing,0.21,0.04,0.24,0.02,68.0,7.1,T
3832,NBA Live 08,X360,2007.0,Sports,0.47,0.0,0.0,0.04,73.0,5.3,E
3833,Guinness World Records: The Videogame,DS,2008.0,Action,0.47,0.01,0.0,0.04,70.0,tbd,E
3834,We Love Katamari,PS2,2005.0,Puzzle,0.26,0.2,0.0,0.07,86.0,8.9,E
3835,Sesame Street: Once Upon A Monster,X360,2011.0,Misc,0.39,0.09,0.0,0.04,79.0,6.9,E
3836,NCAA Football 2003,XB,2002.0,Sports,0.39,0.11,0.0,0.02,90.0,8.2,E
3837,We Cheer,Wii,2008.0,Simulation,0.47,0.0,0.0,0.04,56.0,7.3,E10+
3838,Madden NFL 07,PS3,2006.0,Sports,0.47,0.0,0.01,0.04,76.0,4.2,E
3839,Ready 2 Rumble Boxing: Round 2,PS,2000.0,Fighting,0.29,0.2,0.0,0.03,68.0,tbd,T
3840,LEGO Jurassic World,WiiU,2015.0,Action,0.27,0.19,0.02,0.04,71.0,8.1,E10+
3841,Mega Man 6,NES,1993.0,Platform,0.28,0.07,0.16,0.01,,,
3842,NBA Live 09,PS3,2008.0,Sports,0.46,0.0,0.02,0.04,75.0,7.8,E
3843,FIFA 12,PSP,2011.0,Sports,0.12,0.25,0.02,0.13,,,
3844,Mission: Impossible,PS,1999.0,Action,0.29,0.2,0.0,0.03,,,
3845,Rory McIlroy PGA Tour,PS4,2015.0,Action,0.18,0.25,0.0,0.08,61.0,3.7,E
3846,SingStar Dance,PS3,2010.0,Misc,0.09,0.31,0.0,0.11,65.0,3.9,T
3847,Rival Schools: United By Fate,PS,1998.0,Fighting,0.12,0.08,0.28,0.03,,,
3848,Lords of the Fallen,PS4,2014.0,Role-Playing,0.18,0.24,0.02,0.08,68.0,6.6,M
3849,Swing Away Golf,PS2,2000.0,Sports,0.17,0.13,0.18,0.04,78.0,tbd,E
3850,J-League Pro Soccer Club o Tsukurou! 3,PS2,2003.0,Sports,0.0,0.0,0.52,0.0,,,
3851,Tomb Raider: Legend,PS2,2006.0,Action,0.25,0.19,0.02,0.06,82.0,7.1,T
3852,Freedom Fighters,PS2,2003.0,Shooter,0.25,0.2,0.0,0.07,81.0,8.4,T
3853,Silent Hill: Origins,PSP,2007.0,Action,0.22,0.15,0.04,0.1,78.0,7.8,M
3854,Gun,XB,2005.0,Shooter,0.38,0.12,0.0,0.02,79.0,7.8,M
3855,That's So Raven 2: Supernatural Style,GBA,2005.0,Adventure,0.37,0.14,0.0,0.01,52.0,tbd,E
3856,Fight Night Round 3,PSP,2006.0,Fighting,0.46,0.01,0.0,0.04,74.0,8.1,T
3857,The Punisher,PS2,2005.0,Action,0.25,0.2,0.0,0.07,68.0,8.2,M
3858,Kirby and the Rainbow Curse,WiiU,2015.0,Platform,0.22,0.13,0.12,0.04,73.0,8,E
3859,Front Mission 3,PS,1999.0,Strategy,0.1,0.07,0.31,0.03,,,
3860,Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,DS,2006.0,Misc,0.0,0.0,0.52,0.0,,,
3861,SSX On Tour,PS2,2005.0,Sports,0.25,0.2,0.0,0.07,80.0,7.9,E
3862, Frozen: Olaf's Quest,DS,2013.0,Platform,0.21,0.26,0.0,0.04,,,
3863,Disgaea 3: Absence of Justice,PS3,2008.0,Role-Playing,0.33,0.03,0.11,0.04,78.0,7.5,T
3864,Tony Hawk's Pro Skater 3,GBA,2002.0,Sports,0.37,0.14,0.0,0.01,90.0,8,E
3865,Way of the Samurai 3,PS3,2008.0,Action,0.18,0.08,0.22,0.04,58.0,7.9,M
3866,The Sims 2: Open for Business,PC,2006.0,Simulation,0.46,0.05,0.0,0.0,78.0,8.6,T
3867,Rune Factory 2: A Fantasy Harvest Moon,DS,2008.0,Role-Playing,0.32,0.03,0.15,0.03,77.0,7.9,E
3868,Harry Potter and the Prisoner of Azkaban,GBA,2004.0,Action,0.37,0.14,0.0,0.01,69.0,8.1,E
